"object id","Sprite_Listing3 target","Sprite_ListingK target","current skdisasm label/comment","proposed comment/name","primary evidence","OpenGGF corroboration","confidence","upstream patch decision"
"$00","Obj_Ring","Obj_Ring","Set1: Obj_Ring; Set2: Obj_Ring","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Ring; Set 2 OpenGGF primary name Ring","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$2F","Obj_StillSprite","Obj_StillSprite","Set1: Obj_StillSprite; Set2: Obj_StillSprite","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name StillSprite; Set 2 OpenGGF primary name StillSprite","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$30","Obj_AnimatedStillSprite","Obj_AnimatedStillSprite","Set1: Obj_AnimatedStillSprite; Set2: Obj_AnimatedStillSprite","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name AnimatedStillSprite; Set 2 OpenGGF primary name AnimatedStillSprite","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$31","Obj_LBZRollingDrum","Obj_LRZCollapsingBridge","Set1: Obj_LBZRollingDrum; Set2: Obj_LRZCollapsingBridge","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name LBZRollingDrum; Set 2 OpenGGF primary name LRZCollapsingBridge","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$32","Obj_AIZDrawBridge","Obj_LRZTurbineSprites","Set1: Obj_AIZDrawBridge; Set2: Obj_LRZTurbineSprites","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name AIZDrawBridge; Set 2 OpenGGF primary name LRZTurbineSprites","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$33","Obj_Button","Obj_Button","Set1: Obj_Button; Set2: Obj_Button","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Button; Set 2 OpenGGF primary name Button","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$34","Obj_StarPost","Obj_StarPost","Set1: Obj_StarPost; Set2: Obj_StarPost","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name StarPost; Set 2 OpenGGF primary name StarPost","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$35","Obj_AIZForegroundPlant","Obj_AIZForegroundPlant","Set1: Obj_AIZForegroundPlant; Set2: Obj_AIZForegroundPlant","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name AIZForegroundPlant; Set 2 OpenGGF primary name AIZForegroundPlant","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$36","Obj_HCZBreakableBar","Obj_HCZBreakableBar","Set1: Obj_HCZBreakableBar; Set2: Obj_HCZBreakableBar","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZBreakableBar; Set 2 OpenGGF primary name HCZBreakableBar","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$37","Obj_HCZWaterRush","Obj_LRZSpikeBallLauncher","Set1: Obj_HCZWaterRush; Set2: Obj_LRZSpikeBallLauncher","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZWaterRush; Set 2 OpenGGF primary name LRZSpikeBallLauncher","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$38","Obj_HCZCGZFan","Obj_SOZQuicksand","Set1: Obj_HCZCGZFan; Set2: Obj_SOZQuicksand","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZCGZFan; Set 2 OpenGGF primary name SOZQuicksand","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$39","Obj_HCZLargeFan","Obj_SOZSpawningSandBlocks","Set1: Obj_HCZLargeFan; Set2: Obj_SOZSpawningSandBlocks","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZLargeFan; Set 2 OpenGGF primary name SOZSpawningSandBlocks","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$3A","Obj_HCZHandLauncher","Obj_SOZPathSwap","Set1: Obj_HCZHandLauncher; Set2: Obj_SOZPathSwap","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZHandLauncher; Set 2 OpenGGF primary name SOZPathSwap","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$3B","Obj_HCZWaterWall","Obj_SOZLoopFallthrough","Set1: Obj_HCZWaterWall; Set2: Obj_SOZLoopFallthrough","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZWaterWall; Set 2 OpenGGF primary name SOZLoopFallthrough","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$3C","Obj_Door","Obj_Door","Set1: Obj_Door; Set2: Obj_Door","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Door; Set 2 OpenGGF primary name Door","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$3D","Obj_RetractingSpring","Obj_RetractingSpring","Set1: Obj_RetractingSpring; Set2: Obj_RetractingSpring","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name RetractingSpring; Set 2 OpenGGF primary name RetractingSpring","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$3E","Obj_HCZConveyorBelt","Obj_SOZPushableRock","Set1: Obj_HCZConveyorBelt; Set2: Obj_SOZPushableRock","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZConveyorBelt; Set 2 OpenGGF primary name SOZPushableRock","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$3F","Obj_HCZConveryorSpike","Obj_SOZSpringVine","Set1: Obj_HCZConveryorSpike; Set2: Obj_SOZSpringVine","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZConveyorSpike; Set 2 OpenGGF primary name SOZSpringVine","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$40","Obj_HCZBlock","Obj_SOZRisingSandWall","Set1: Obj_HCZBlock; Set2: Obj_SOZRisingSandWall","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZBlock; Set 2 OpenGGF primary name SOZRisingSandWall","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$41","Obj_CNZBalloon","Obj_SOZLightSwitch","Set1: Obj_CNZBalloon; Set2: Obj_SOZLightSwitch","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZBalloon; Set 2 OpenGGF primary name SOZLightSwitch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$42","Obj_CNZCannon","Obj_SOZFloatingPillar","Set1: Obj_CNZCannon; Set2: Obj_SOZFloatingPillar","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZCannon; Set 2 OpenGGF primary name SOZFloatingPillar","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$43","Obj_CNZRisingPlatform","Obj_SOZSwingingPlatform","Set1: Obj_CNZRisingPlatform; Set2: Obj_SOZSwingingPlatform","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZRisingPlatform; Set 2 OpenGGF primary name SOZSwingingPlatform","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$44","Obj_CNZTrapDoor","Obj_SOZBreakableSandRock","Set1: Obj_CNZTrapDoor; Set2: Obj_SOZBreakableSandRock","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZTrapDoor; Set 2 OpenGGF primary name SOZBreakableSandRock","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$45","Obj_CNZLightBulb","Obj_SOZPushSwitch","Set1: Obj_CNZLightBulb; Set2: Obj_SOZPushSwitch","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZLightBulb; Set 2 OpenGGF primary name SOZPushSwitch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$46","Obj_CNZHoverFan","Obj_SOZDoor","Set1: Obj_CNZHoverFan; Set2: Obj_SOZDoor","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZHoverFan; Set 2 OpenGGF primary name SOZDoor","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$47","Obj_CNZCylinder","Obj_SOZSandCork","Set1: Obj_CNZCylinder; Set2: Obj_SOZSandCork","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZCylinder; Set 2 OpenGGF primary name SOZSandCork","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$48","Obj_CNZVacuumTube","Obj_SOZRapelWire","Set1: Obj_CNZVacuumTube; Set2: Obj_SOZRapelWire","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZVacuumTube; Set 2 OpenGGF primary name SOZRapelWire","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$49","Obj_CNZGiantWheel","Obj_SOZSolidSprites","Set1: Obj_CNZGiantWheel; Set2: Obj_SOZSolidSprites","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZGiantWheel; Set 2 OpenGGF primary name SOZSolidSprites","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$4A","Obj_Bumper","Obj_DEZFloatingPlatform","Set1: Obj_Bumper; Set2: Obj_DEZFloatingPlatform","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Bumper; Set 2 OpenGGF primary name DEZFloatingPlatform","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$4B","Obj_CNZTriangleBumpers","Obj_DEZTiltingBridge","Set1: Obj_CNZTriangleBumpers; Set2: Obj_DEZTiltingBridge","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZTriangleBumpers; Set 2 OpenGGF primary name DEZTiltingBridge","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$4C","Obj_CNZSpiralTube","Obj_DEZHangCarrier","Set1: Obj_CNZSpiralTube; Set2: Obj_DEZHangCarrier","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZSpiralTube; Set 2 OpenGGF primary name DEZHangCarrier","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$4D","Obj_CNZBarberPoleSprite","Obj_DEZTorpedoLauncher","Set1: Obj_CNZBarberPoleSprite; Set2: Obj_DEZTorpedoLauncher","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZBarberPoleSprite; Set 2 OpenGGF primary name DEZTorpedoLauncher","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$4E","Obj_CNZWireCage","Obj_DEZLiftPad","Set1: Obj_CNZWireCage; Set2: Obj_DEZLiftPad","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZWireCage; Set 2 OpenGGF primary name DEZLiftPad","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$4F","Obj_SinkingMud","Obj_DEZStaircase","Set1: Obj_SinkingMud; Set2: Obj_DEZStaircase","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name SinkingMud; Set 2 OpenGGF primary name DEZStaircase","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$50","Obj_MGZTwistingLoop","Obj_DEZConveyorBelt","Set1: Obj_MGZTwistingLoop; Set2: Obj_DEZConveyorBelt","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZTwistingLoop; Set 2 OpenGGF primary name DEZConveyorBelt","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$51","Obj_FloatingPlatform","Obj_FloatingPlatform","Set1: Obj_FloatingPlatform; Set2: Obj_FloatingPlatform","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FloatingPlatform; Set 2 OpenGGF primary name FloatingPlatform","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$52","Obj_MGZLBZSmashingPillar","Obj_DEZLightning","Set1: Obj_MGZLBZSmashingPillar; Set2: Obj_DEZLightning","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZSmashingPillar; Set 2 OpenGGF primary name DEZLightning","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$53","Obj_MGZSwingingPlatform","Obj_DEZConveyorPad","Set1: Obj_MGZSwingingPlatform; Set2: Obj_DEZConveyorPad","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZSwingingPlatform; Set 2 OpenGGF primary name DEZConveyorPad","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$54","Obj_Bubbler","Obj_Bubbler","Set1: Obj_Bubbler; Set2: Obj_Bubbler","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Bubbler; Set 2 OpenGGF primary name Bubbler","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$55","Obj_MGZHeadTrigger","Obj_DEZEnergyBridge","Set1: Obj_MGZHeadTrigger; Set2: Obj_DEZEnergyBridge","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZHeadTrigger; Set 2 OpenGGF primary name DEZEnergyBridge","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$56","Obj_MGZMovingSpikePlatform","Obj_DEZEnergyBridgeCurved","Set1: Obj_MGZMovingSpikePlatform; Set2: Obj_DEZEnergyBridgeCurved","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZMovingSpikePlatform; Set 2 OpenGGF primary name DEZEnergyBridgeCurved","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$57","Obj_MGZTriggerPlatform","Obj_DEZTunnelLauncher","Set1: Obj_MGZTriggerPlatform; Set2: Obj_DEZTunnelLauncher","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZTriggerPlatform; Set 2 OpenGGF primary name DEZTunnelLauncher","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$58","Obj_MGZSwingingSpikeBall","Obj_DEZGravitySwitch","Set1: Obj_MGZSwingingSpikeBall; Set2: Obj_DEZGravitySwitch","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZSwingingSpikeBall; Set 2 OpenGGF primary name DEZGravitySwitch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$59","Obj_MGZDashTrigger","Obj_DEZTeleporter","Set1: Obj_MGZDashTrigger; Set2: Obj_DEZTeleporter","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZDashTrigger; Set 2 OpenGGF primary name DEZTeleporter","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$5A","Obj_MGZPulley","Obj_DEZGravityTube","Set1: Obj_MGZPulley; Set2: Obj_DEZGravityTube","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZPulley; Set 2 OpenGGF primary name DEZGravityTube","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$5B","Obj_MGZTopPlatform","Obj_DEZGravitySwap","Set1: Obj_MGZTopPlatform; Set2: Obj_DEZGravitySwap","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZTopPlatform; Set 2 OpenGGF primary name DEZGravitySwap","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$5C","Obj_MGZTopLauncher","Obj_DEZGravityHub","Set1: Obj_MGZTopLauncher; Set2: Obj_DEZGravityHub","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZTopLauncher; Set 2 OpenGGF primary name DEZGravityHub","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$5D","Obj_CGZTriangleBumpers","Obj_DEZRetractingSpring","Set1: Obj_CGZTriangleBumpers; Set2: Obj_DEZRetractingSpring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CGZTriangleBumpers; Set 2 OpenGGF primary name DEZRetractingSpring","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$5E","Obj_CGZBladePlatform","Obj_DEZHoverMachine","Set1: Obj_CGZBladePlatform; Set2: Obj_DEZHoverMachine","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CGZBladePlatform; Set 2 OpenGGF primary name DEZHoverMachine","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
